8.0202e+05,2.4927e+06
8.1582e+05,2.5092e+06
8.1103e+05,2.5092e+06
7.9037e+05,2.5099e+06
8.3698e+05,2.5178e+06
7.4072e+05,2.5595e+06
7.4468e+05,2.5606e+06
7.4697e+05,2.5591e+06
7.4662e+05,2.5591e+06
7.4474e+05,2.5603e+06
7.3875e+05,2.5604e+06
7.3011e+05,2.5668e+06
7.3304e+05,2.5597e+06
7.359e+05,2.5602e+06
7.3642e+05,2.5601e+06
7.4487e+05,2.5606e+06
7.3902e+05,2.5604e+06
7.4304e+05,2.5607e+06
7.2657e+05,2.5885e+06
7.3948e+05,2.5554e+06
7.3707e+05,2.5561e+06
7.3893e+05,2.5548e+06
7.3851e+05,2.555e+06
7.3907e+05,2.5549e+06
7.3906e+05,2.5554e+06
7.4246e+05,2.5387e+06
7.4657e+05,2.5392e+06
7.4206e+05,2.5389e+06
7.4209e+05,2.5386e+06
7.4208e+05,2.5389e+06
7.4645e+05,2.5393e+06
7.3397e+05,2.5692e+06
7.2862e+05,2.5654e+06
7.2856e+05,2.5692e+06
7.2993e+05,2.5648e+06
7.2891e+05,2.5657e+06
7.3014e+05,2.5649e+06
7.2845e+05,2.5693e+06
7.2938e+05,2.5667e+06
8.027e+05,2.5117e+06
7.3732e+05,2.5486e+06
7.3297e+05,2.5597e+06
7.3299e+05,2.5595e+06
7.3556e+05,2.5609e+06
7.3833e+05,2.5606e+06
7.3601e+05,2.5602e+06
7.3125e+05,2.5592e+06
7.372e+05,2.5485e+06
7.3754e+05,2.5483e+06
7.3785e+05,2.5482e+06
7.4679e+05,2.539e+06
7.3175e+05,2.568e+06
8.1112e+05,2.509e+06
7.3618e+05,2.556e+06
7.3847e+05,2.5606e+06
7.3591e+05,2.5602e+06
7.4702e+05,2.5593e+06
7.3877e+05,2.5621e+06
7.878e+05,2.5261e+06
7.8834e+05,2.5262e+06
7.1822e+05,2.5456e+06
7.1637e+05,2.5494e+06
7.8834e+05,2.5262e+06
7.8837e+05,2.5261e+06
7.8811e+05,2.526e+06
8.0214e+05,2.5116e+06
8.041e+05,2.4994e+06
8.0347e+05,2.4975e+06
8.0571e+05,2.4964e+06
8.0406e+05,2.4979e+06
8.015e+05,2.4937e+06
8.0203e+05,2.493e+06
8.0629e+05,2.4963e+06
8.0087e+05,2.4936e+06
8.0599e+05,2.4961e+06
8.0267e+05,2.4927e+06
8.003e+05,2.4936e+06
8.028e+05,2.4936e+06
8.0411e+05,2.4966e+06
8.0197e+05,2.4938e+06
8.1568e+05,2.5094e+06
8.1535e+05,2.5064e+06
8.1601e+05,2.5087e+06
8.165e+05,2.5087e+06
8.3753e+05,2.518e+06
8.1036e+05,2.5094e+06
8.1385e+05,2.508e+06
7.9491e+05,2.5027e+06
7.911e+05,2.5106e+06
7.9002e+05,2.5101e+06
7.9895e+05,2.4979e+06
7.9785e+05,2.498e+06
7.9505e+05,2.5027e+06
7.9769e+05,2.4976e+06
7.9894e+05,2.5001e+06
7.4444e+05,2.5636e+06
7.3944e+05,2.5629e+06
7.4744e+05,2.5598e+06
7.4298e+05,2.5606e+06
7.4181e+05,2.5588e+06
7.4308e+05,2.5674e+06
7.5454e+05,2.5565e+06
7.5477e+05,2.5567e+06
7.3092e+05,2.5687e+06
7.3735e+05,2.5737e+06
7.3092e+05,2.5687e+06
7.326e+05,2.5741e+06
7.3434e+05,2.5607e+06
7.4808e+05,2.5596e+06
7.4298e+05,2.5606e+06
7.3487e+05,2.5611e+06
7.4068e+05,2.5595e+06
7.4072e+05,2.5603e+06
7.3961e+05,2.5599e+06
7.4024e+05,2.5673e+06
7.3919e+05,2.5632e+06
7.2636e+05,2.5889e+06
7.3975e+05,2.5558e+06
7.3278e+05,2.5562e+06
7.3654e+05,2.5554e+06
7.3347e+05,2.5555e+06
7.4003e+05,2.5549e+06
7.3971e+05,2.5544e+06
7.3779e+05,2.5558e+06
7.3832e+05,2.5473e+06
7.4316e+05,2.5388e+06
7.469e+05,2.5419e+06
7.426e+05,2.5401e+06
7.4282e+05,2.5402e+06
7.4653e+05,2.5418e+06
7.4183e+05,2.5402e+06
7.3365e+05,2.5689e+06
7.3648e+05,2.5719e+06
7.3113e+05,2.5649e+06
7.3126e+05,2.5671e+06
7.3383e+05,2.5688e+06
7.3693e+05,2.5733e+06
7.3029e+05,2.5688e+06
7.3648e+05,2.572e+06
7.2914e+05,2.5671e+06
7.3368e+05,2.5714e+06
7.318e+05,2.5687e+06
7.3636e+05,2.5704e+06
7.336e+05,2.5696e+06
7.2807e+05,2.5627e+06
7.3344e+05,2.5688e+06
7.2891e+05,2.5692e+06
7.3362e+05,2.5708e+06
7.3175e+05,2.5687e+06
7.2883e+05,2.5696e+06
7.3907e+05,2.5681e+06
7.3325e+05,2.5713e+06
7.3635e+05,2.5702e+06
7.2829e+05,2.5624e+06
7.3216e+05,2.563e+06
8.1531e+05,2.5066e+06
8.0035e+05,2.493e+06
8.0429e+05,2.5001e+06
7.9128e+05,2.5107e+06
7.2878e+05,2.5692e+06
7.4159e+05,2.5786e+06
7.3307e+05,2.5741e+06
7.4159e+05,2.5785e+06
7.3898e+05,2.5673e+06
8.1575e+05,2.5069e+06
7.3565e+05,2.5594e+06
7.386e+05,2.5589e+06
7.3487e+05,2.5611e+06
7.3078e+05,2.5584e+06
7.421e+05,2.5398e+06
7.3944e+05,2.5422e+06
7.4673e+05,2.5412e+06
7.4675e+05,2.5402e+06
7.3896e+05,2.547e+06
